Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
2.0,13.0,0.0,0.0,30.0,2622.6003,0.0,0.006785714,11.969545,0.0,Nov,2,2,3,3,Returning_Visitor,False,False
0.0,167.0,0.0,0.0,16.0,14.333333,0.044444446,0.032,10.056087,0.0,Mar,1,1,1,1,Returning_Visitor,True,False
2.0,0.0,0.0,342.5,36.0,2023.2,0.090322584,0.015384615,0.0,0.0,Sep,2,4,6,2,Returning_Visitor,True,False
2.0,126.333336,0.0,22.0,60.0,1618.2333,0.008888889,0.013249672,0.0,0.0,Aug,2,2,2,1,Returning_Visitor,False,True
0.0,162.41667,2.0,0.0,17.0,279.0,0.04375,0.022222223,42.303917,0.0,Feb,2,2,1,3,Returning_Visitor,True,False
0.0,0.0,0.0,131.0,39.0,193.36667,0.0,0.011111111,4.4778385,0.0,Nov,2,2,4,2,New_Visitor,False,False
5.0,165.1,0.0,0.0,6.0,619.48,0.0,0.025151515,0.0,0.0,May,5,11,2,3,Returning_Visitor,True,True
0.0,289.0,0.0,585.625,3.0,8591.592,0.004489796,0.019707706,19.785334,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
1.0,35.5,0.0,0.0,39.0,5380.687,0.006333333,0.011842105,2.7343516,0.0,June,3,2,3,2,Returning_Visitor,True,False
11.0,155.75,3.0,0.0,51.0,309.93332,0.2,0.010793651,3.5411458,0.0,Nov,3,2,9,2,Returning_Visitor,False,False
4.0,149.95,1.0,0.0,2.0,850.3333,0.004166667,0.03891892,0.74294275,0.0,Aug,2,2,4,2,Returning_Visitor,False,False
0.0,146.7,3.0,0.0,10.0,2590.0166,0.005075446,0.02202381,0.0,0.0,Nov,2,2,3,3,New_Visitor,True,False
0.0,0.0,2.0,913.0,41.0,442.33334,0.026984127,0.012987013,2.64762,0.0,Mar,1,1,6,1,Returning_Visitor,True,False
3.0,156.0,3.0,0.0,534.0,4157.6333,0.013333333,0.013518007,0.0,0.2,May,2,10,1,2,Returning_Visitor,False,True
14.0,0.0,0.0,11.0,21.0,3098.912,0.037373737,0.048357964,48.864,0.0,Nov,3,2,9,2,Returning_Visitor,False,False
9.0,257.5,0.0,0.0,40.0,2518.2666,0.0,0.013333333,0.0,0.0,Aug,2,2,1,4,Returning_Visitor,False,False
0.0,56.0,0.0,0.0,52.0,544.0,0.025,0.017422643,60.342354,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
15.0,24.166666,0.0,0.0,20.0,709.43335,0.0,0.026035354,15.527034,0.8,Mar,3,2,8,1,Returning_Visitor,True,False
11.0,104.25,1.0,448.5,15.0,319.0,0.008914729,0.03537415,32.41417,0.0,Dec,2,2,3,1,Returning_Visitor,True,False
23.0,285.0119,2.0,114.2,15.0,1875.1034,0.036,0.002222222,0.0,0.0,May,2,10,3,3,Returning_Visitor,False,True
15.0,233.5,0.0,376.0,36.0,390.66666,0.027619047,0.036472302,0.0,0.0,Dec,8,13,4,20,New_Visitor,False,True
3.0,228.35,0.0,0.0,91.0,529.7024,0.003037975,0.026829269,20.916924,0.0,Mar,2,5,4,3,Returning_Visitor,False,False
2.0,11.923077,0.0,157.5,21.0,477.0,0.0,0.034615386,53.11442,0.0,Dec,3,2,2,2,Returning_Visitor,True,False
5.0,0.0,0.0,250.0,13.0,253.8,0.003508772,0.005989942,0.0,0.0,Nov,2,2,9,2,New_Visitor,False,False
2.0,21.0,0.0,322.8,7.0,174.5,0.001960784,0.048611112,19.181087,0.0,Mar,2,4,1,1,Returning_Visitor,False,False
0.0,7.0,1.0,0.0,14.0,587.75,0.001726619,0.009348691,0.89849544,0.0,Mar,2,2,9,2,Returning_Visitor,False,False
3.0,0.0,3.0,0.0,13.0,44.8,0.025,0.040606063,0.0,0.0,Dec,1,1,1,2,Returning_Visitor,True,True
2.0,34.0,0.0,78.0,27.0,4656.8003,0.04,0.02250017,77.457985,0.0,Dec,2,2,6,2,New_Visitor,False,False
2.0,0.0,3.0,250.0,4.0,127.6,0.002554278,0.022253906,60.045498,0.0,Nov,2,2,1,2,New_Visitor,False,True
0.0,101.5,0.0,321.66666,28.0,1388.0524,0.002431163,0.043301832,8.569134,0.0,May,2,6,3,1,Returning_Visitor,True,False
1.0,15.2,5.0,0.0,56.0,1138.7936,0.0,0.024285713,0.0,0.6,May,3,2,1,1,Returning_Visitor,False,True
1.0,0.0,0.0,62.5,19.0,97.333336,0.12727273,0.005090909,0.0,0.4,May,5,11,2,3,Returning_Visitor,True,True
0.0,102.2,1.0,4.0,30.0,658.8467,0.002352941,0.020858474,45.92878,0.0,Aug,2,5,3,1,Returning_Visitor,False,True
13.0,27.25,2.0,200.0,74.0,838.55,0.006666667,0.03415435,37.518547,0.0,Nov,1,1,3,2,Returning_Visitor,False,False
2.0,222.75,0.0,0.0,82.0,36.90278,0.0,0.027150538,43.192287,0.0,May,2,2,4,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,974.9,0.0,0.012941176,2.9041772,0.2,May,1,1,3,4,Returning_Visitor,False,False
3.0,149.06667,2.0,523.75,25.0,2671.0698,0.007118644,0.2,27.934782,0.0,Dec,2,5,7,1,Returning_Visitor,False,True
1.0,66.9,0.0,0.0,17.0,4165.1387,0.012295082,0.10666667,2.051882,0.0,Dec,3,2,9,2,Returning_Visitor,False,False
1.0,73.0,0.0,0.0,20.0,4041.7349,0.018181818,0.02254902,0.0,0.0,Mar,2,2,7,2,New_Visitor,False,False
1.0,239.6,1.0,0.0,19.0,6617.791,0.02,0.02124039,52.083427,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
5.0,0.0,24.0,167.8,40.0,5284.817,0.004255319,0.027790789,0.0,1.0,May,2,2,6,4,Other,True,False
0.0,58.0,0.0,218.25,15.0,879.0333,0.00304414,0.01446207,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,False,True
1.0,132.0,0.0,23.0,4.0,2767.625,0.012643678,0.010452962,0.0,0.0,Jul,2,4,9,4,Returning_Visitor,False,False
1.0,43.325,0.0,0.0,38.0,2021.4,0.0125,0.012071651,75.30865,0.0,Dec,1,1,4,2,Returning_Visitor,True,False
4.0,0.0,0.0,276.0,7.0,4334.8154,0.005555556,0.012414872,0.0,0.0,Nov,2,2,8,1,Returning_Visitor,False,False
6.0,104.4,0.0,0.0,12.0,203.0,0.0,0.03167916,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,False,True
14.0,87.25,0.0,167.8,44.0,1250.5,0.024074074,0.034210525,0.0,0.0,Nov,3,2,3,3,New_Visitor,True,False
0.0,120.0,0.0,16.5,38.0,296.23334,0.000585938,0.03167916,10.067435,0.0,Oct,1,1,8,2,Returning_Visitor,False,False
0.0,217.83333,1.0,0.0,26.0,309.93332,0.04,0.027742164,45.1982,0.0,May,2,2,1,3,Returning_Visitor,False,False
0.0,175.93333,0.0,450.0,16.0,7141.215,0.022988506,0.069565214,0.0,0.0,May,2,2,4,4,Returning_Visitor,False,False
4.0,106.3,0.0,0.0,18.0,1407.375,0.004888889,0.000468384,0.0,0.0,Oct,2,2,3,2,Returning_Visitor,False,False
6.0,118.0,0.0,0.0,20.0,4876.008,0.11111111,0.02,11.019428,0.0,Nov,2,2,7,2,Returning_Visitor,True,True
0.0,96.18667,0.0,0.0,24.0,9405.837,0.039130434,0.2,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
4.0,0.0,0.0,0.0,318.0,1237.0,0.0,0.17777778,0.0,0.0,May,2,4,1,2,Returning_Visitor,False,False
1.0,724.0,0.0,0.0,12.0,700.0467,0.003046557,0.04875,32.733734,0.0,Dec,2,2,3,2,Returning_Visitor,True,False
14.0,392.5,0.0,7.6666665,149.0,660.1667,0.005405405,0.025030224,0.0,0.0,Nov,2,2,6,2,Returning_Visitor,False,True
6.0,0.0,1.0,216.6,34.0,3258.0713,0.005263158,0.025,39.292164,0.0,Nov,1,1,3,2,Returning_Visitor,True,False
0.0,0.0,0.0,1494.5,129.0,49.5,0.0,0.017521368,24.73875,0.0,Nov,2,2,2,10,Returning_Visitor,False,False
0.0,313.0909,0.0,0.0,29.0,162.625,0.011392405,0.027790835,0.0,0.0,Nov,2,2,1,10,Returning_Visitor,False,False
4.0,0.0,0.0,1021.6,35.0,311.25,0.01097561,0.06666667,10.535915,0.0,Jul,3,2,1,13,Returning_Visitor,False,False
0.0,554.75,3.0,41.2,9.0,735.5833,0.0,0.028275862,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
1.0,0.0,0.0,181.95,6.0,233.66667,0.008333333,0.2,0.0,0.0,Dec,1,10,2,2,Returning_Visitor,True,True
1.0,78.5,1.0,0.0,8.0,548.2679,0.03,0.15,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,True
4.0,285.0119,3.0,0.0,23.0,1813.2504,0.004040404,0.03891892,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,False,True
5.0,0.0,0.0,102.0,12.0,968.1964,0.006333333,0.00962963,0.0,1.0,May,2,2,3,4,Returning_Visitor,False,True
5.0,722.2083,0.0,0.0,123.0,388.74445,0.010526316,0.02551724,0.0,0.0,Nov,2,4,3,2,Returning_Visitor,False,True
0.0,27.5,2.0,693.5,123.0,2789.1667,0.2,0.016180556,0.0,0.0,Nov,3,3,1,5,New_Visitor,True,False
3.0,153.91667,2.0,17.333334,13.0,211.0,0.068571426,0.028571429,2.767055,0.0,Aug,2,2,5,10,Returning_Visitor,False,False
5.0,5.0,0.0,1146.6666,19.0,1824.0834,0.003333333,0.09160494,0.0,0.0,May,3,2,8,2,Returning_Visitor,True,False
1.0,321.5,4.0,0.0,1.0,372.25,0.0,0.025714286,153.44325,0.0,June,2,4,2,2,New_Visitor,True,True
0.0,222.75,0.0,343.875,6.0,975.9722,0.01577381,0.017857144,76.786674,0.0,May,3,2,7,6,Returning_Visitor,False,False
3.0,131.2,0.0,0.0,10.0,588.71906,0.005701754,0.2,50.18314,0.0,Nov,2,2,1,3,New_Visitor,True,False
3.0,0.0,1.0,0.0,11.0,1467.6542,0.00295026,0.021987824,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False
6.0,65.0,0.0,0.0,12.0,885.75,0.003012048,0.030125313,12.016565,0.0,Nov,2,2,7,2,Returning_Visitor,False,True
1.0,137.0,0.0,619.5,36.0,855.5417,0.006741573,0.093333334,1.8164741,0.0,Nov,2,2,2,2,New_Visitor,False,False
0.0,316.1405,0.0,51.5,146.0,4509.823,0.013043478,0.003763441,5.9114523,0.0,Nov,3,2,4,2,New_Visitor,False,False
0.0,195.875,0.0,31.7,8.0,1440.9333,0.0,0.013333333,1.4538311,0.0,Mar,2,2,7,1,Returning_Visitor,False,False
0.0,95.5,0.0,0.0,4.0,787.5357,0.2,0.08,14.672226,0.0,Mar,2,4,4,2,Returning_Visitor,False,False
7.0,0.0,2.0,0.0,49.0,1130.8469,0.0,0.010664683,12.088365,0.0,Nov,2,2,3,10,New_Visitor,False,True
0.0,65.9,0.0,41.2,10.0,1227.1533,0.04,0.013366013,11.191894,0.0,May,2,2,7,4,Returning_Visitor,False,False
4.0,47.8,0.0,167.8,4.0,261.6,0.0,0.003921569,11.963968,0.0,May,1,1,1,3,New_Visitor,False,False
0.0,24.166666,0.0,387.5,17.0,1411.0,0.015384615,0.055357143,0.0,0.8,May,2,2,8,6,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,8.0,515.5333,0.0,0.2,0.0,0.0,Mar,2,2,5,2,Returning_Visitor,False,False
0.0,36.0,0.0,0.0,16.0,296.23334,0.01884058,0.004818713,19.71469,0.0,Nov,1,2,6,2,Returning_Visitor,True,False
5.0,253.1,0.0,0.0,8.0,904.56665,0.0,0.03974359,9.297,0.0,Mar,3,2,6,2,Returning_Visitor,False,False
6.0,126.5,0.0,0.0,197.0,740.1667,0.01,0.024032278,3.1796665,0.0,Nov,2,11,3,3,New_Visitor,True,False
4.0,118.666664,0.0,0.0,17.0,3621.6067,0.0,0.017857144,0.0,0.0,June,1,8,1,1,Returning_Visitor,True,True
10.0,10.5,0.0,0.0,15.0,6560.0073,0.007452575,0.013529215,0.0,0.4,May,2,2,1,1,Returning_Visitor,False,False
4.0,163.66667,0.0,186.23334,26.0,3959.45,0.0,0.036607143,0.0,0.0,Nov,3,2,7,11,New_Visitor,False,False
5.0,0.0,3.0,0.0,48.0,259.2,0.009047619,0.004545455,0.0,0.0,Mar,1,1,6,2,Returning_Visitor,True,True
6.0,160.5,0.0,0.0,45.0,660.1667,0.007446809,0.047560975,0.0,0.0,Nov,1,8,3,6,Returning_Visitor,False,False
0.0,149.95,0.0,204.25,10.0,595.0095,0.0,0.00969697,44.923622,0.0,Nov,2,2,8,13,Returning_Visitor,False,False
0.0,160.58333,0.0,167.8,43.0,230.2,0.0,0.004813218,39.292164,0.0,Nov,2,2,4,13,Returning_Visitor,True,False
2.0,738.4,0.0,78.0,357.0,3507.3652,0.007286432,0.005026455,0.0,0.0,Nov,2,2,8,13,Returning_Visitor,False,False
0.0,35.75,0.0,0.0,146.0,207.54167,0.001532567,0.017004257,4.4778385,0.0,Sep,3,2,7,5,Returning_Visitor,False,False
10.0,245.4,0.0,35.0,3.0,107.25,0.003673469,0.009539422,31.856081,0.0,Dec,2,5,3,1,Returning_Visitor,False,True
0.0,52.333332,0.0,0.0,103.0,934.8704,0.2,0.022222223,0.0,0.0,Jul,1,8,1,1,Returning_Visitor,False,False
0.0,115.72727,0.0,0.0,197.0,76.666664,0.0125,0.06666667,0.0,0.0,Dec,2,5,2,2,Returning_Visitor,True,False
0.0,57.4,0.0,0.0,2.0,1440.1666,0.007719298,0.013663064,0.0,0.0,Nov,2,10,4,2,Returning_Visitor,False,False
2.0,227.33333,0.0,0.0,15.0,698.0,0.036842104,0.021754386,0.0,0.0,Dec,2,2,8,2,Returning_Visitor,False,False
12.0,79.666664,0.0,52.4,6.0,922.0833,0.01372549,0.071428575,0.0,0.0,May,2,2,4,6,Returning_Visitor,False,False
1.0,0.0,0.0,0.0,15.0,1978.7,0.0,0.010481956,44.359726,0.0,Nov,3,2,1,11,Returning_Visitor,False,False
2.0,70.6,0.0,0.0,4.0,2590.0166,0.006153846,0.023619048,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
4.0,0.0,0.0,0.0,28.0,594.0,0.008070175,0.015646258,8.08875,0.0,Nov,3,3,6,1,Returning_Visitor,False,False
20.0,0.0,4.0,0.0,2.0,498.9,0.0,0.001470588,3.3484077,0.0,Nov,1,1,1,2,New_Visitor,True,True
4.0,0.0,4.0,0.0,175.0,47.0,0.0,0.012303523,0.0,0.0,June,2,11,3,12,New_Visitor,True,True
10.0,50.5,0.0,0.0,4.0,513.4667,0.0046875,0.045438595,0.0,0.0,May,1,1,3,4,New_Visitor,False,False
0.0,117.833336,0.0,0.0,49.0,1057.0333,0.003603604,0.13333334,17.1525,0.0,June,2,12,4,20,Returning_Visitor,False,False
0.0,211.5,0.0,78.0,20.0,849.5417,0.001176471,0.027830688,12.9443865,0.0,June,2,2,3,11,Returning_Visitor,False,False
0.0,33.5,0.0,69.6,12.0,502.91666,0.0,0.2,0.0,0.0,May,8,13,9,20,Returning_Visitor,True,False
1.0,172.0,1.0,0.0,219.0,1683.7444,0.007179487,0.016296295,5.482896,0.0,May,2,2,1,2,Returning_Visitor,False,False
0.0,205.0,0.0,0.0,8.0,1888.2,0.004166667,0.071428575,8.4247875,0.0,Dec,3,2,2,3,Returning_Visitor,False,False
15.0,0.0,2.0,0.0,91.0,242.10953,0.016666668,0.007674419,26.188522,0.0,May,1,1,1,4,Other,False,False
0.0,0.0,0.0,27.2,67.0,270.75,0.0,0.025760906,0.0,0.0,Nov,2,2,7,3,Returning_Visitor,False,False
0.0,36.3,0.0,333.5,290.0,1461.6666,0.0,0.015025253,0.0,0.0,Mar,1,1,6,2,New_Visitor,False,False
1.0,0.0,0.0,157.5,37.0,893.45,0.0,0.052154195,0.0,0.0,Aug,2,2,3,3,Returning_Visitor,False,False
1.0,27.25,0.0,98.8,44.0,504.02856,0.003603604,0.030666666,33.9612,0.0,Oct,1,1,9,1,Returning_Visitor,False,False
5.0,101.5,12.0,0.0,305.0,454.0,0.015995117,0.01655198,6.3446317,0.0,Mar,2,2,2,10,New_Visitor,True,True
0.0,127.5,0.0,0.0,110.0,362.5,0.014285714,0.012333333,16.197,1.0,May,2,4,2,3,Returning_Visitor,False,False
4.0,0.0,3.0,0.0,69.0,422.5,0.011512297,0.018043477,0.0,0.0,Dec,3,2,2,8,New_Visitor,False,False
1.0,215.2,0.0,693.5,103.0,1420.5479,0.0,0.018487396,0.97580326,0.0,May,2,2,1,13,Returning_Visitor,False,False
6.0,475.0,0.0,279.5,218.0,1347.9625,0.025,0.032525253,1.4569515,0.0,Mar,1,2,3,2,Returning_Visitor,False,True
14.0,241.66667,0.0,21.6,29.0,267.83334,0.003594771,0.021527778,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False
5.0,11.6,4.0,102.0,55.0,660.1667,0.01754386,0.04,0.0,0.0,June,8,11,9,12,Returning_Visitor,False,True
0.0,295.92856,0.0,25.75,10.0,1750.3718,0.0,0.025128204,5.569286,0.0,May,1,1,1,3,Returning_Visitor,False,False
0.0,0.0,1.0,0.0,10.0,4130.938,0.01904762,0.037057105,16.640993,0.0,Jul,2,2,3,6,Returning_Visitor,False,True
4.0,129.5,7.0,17.0,4.0,1398.3907,0.0,0.039827675,27.192984,0.6,May,1,1,4,4,Returning_Visitor,True,True
10.0,433.1,0.0,0.0,4.0,253.58333,0.0,0.06666667,0.0,0.0,May,1,1,8,2,Returning_Visitor,True,False
0.0,65.9,0.0,606.75,47.0,542.3333,0.0,0.06,72.788,0.0,Nov,2,5,3,1,Returning_Visitor,False,False
0.0,1106.3898,2.0,51.4,13.0,127.6,0.03,0.015646258,22.659412,0.0,Jul,2,2,3,4,Returning_Visitor,False,False
0.0,169.03334,2.0,0.0,3.0,628.0,0.001333333,0.039506175,0.0,0.0,May,3,2,3,3,Returning_Visitor,True,False
2.0,5.0,0.0,0.0,1.0,10014.27,0.0,0.03333333,16.581652,0.0,Mar,2,4,1,1,Returning_Visitor,False,False
0.0,135.66667,0.0,1307.0,2.0,616.43335,0.004347826,0.027790789,0.0,0.0,Mar,6,2,5,2,Returning_Visitor,False,False
2.0,1261.9166,0.0,0.0,8.0,0.0,0.001754386,0.07581454,44.561142,0.0,Nov,2,2,3,2,Returning_Visitor,False,True
0.0,60.136364,0.0,0.0,7.0,1544.75,0.0,0.03924731,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,6186.1724,0.018181818,0.036309525,39.41925,0.0,Nov,3,2,2,13,Returning_Visitor,False,False
2.0,10.0,0.0,0.0,271.0,1031.0834,0.2,0.06666667,0.0,0.0,Mar,2,4,3,2,Returning_Visitor,False,False
6.0,561.5,2.0,0.0,15.0,1903.6017,0.075,0.02195122,0.0,0.0,Nov,2,4,3,2,Returning_Visitor,False,False
0.0,334.5,0.0,0.0,2.0,259.2,0.008064516,0.047348484,35.992615,0.0,Mar,2,2,1,3,Returning_Visitor,True,False
4.0,50.4,0.0,0.0,5.0,2447.5486,0.020833332,0.055782314,0.0,0.0,Nov,2,6,9,1,Returning_Visitor,False,True
0.0,770.6,0.0,0.0,1.0,1046.6666,0.006940472,0.114285715,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,False
0.0,10.0,0.0,158.5,19.0,1788.3708,0.013235294,0.029834712,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,True,False
9.0,129.36,4.0,0.0,10.0,706.5,0.2,0.014634146,0.0,0.0,May,2,9,1,14,Returning_Visitor,False,True
6.0,109.2,3.0,7.0,3.0,612.75,0.008333333,0.033646617,0.0,0.0,Nov,2,2,4,13,Returning_Visitor,False,True
0.0,89.6,0.0,0.0,9.0,266.16666,0.0,0.033646617,77.96,0.0,May,4,2,8,6,Returning_Visitor,False,False
7.0,30.0,0.0,117.25,18.0,1697.55,0.008844998,0.014102564,22.738,0.2,May,1,1,2,3,Returning_Visitor,True,False
0.0,113.75,0.0,417.0,4.0,47.25,0.05882353,0.009228841,13.891788,0.0,Nov,2,4,1,2,New_Visitor,False,False
0.0,10.0,0.0,6.0,4.0,3013.117,0.024119241,0.007905605,2.5266168,0.8,Nov,1,1,6,3,Returning_Visitor,False,False
6.0,190.92319,0.0,0.0,5.0,735.5833,0.004878049,0.009414895,0.15482125,0.0,Dec,3,2,2,1,Returning_Visitor,False,False
16.0,0.0,0.0,158.0,2.0,379.61667,0.0,0.005952381,0.0,0.0,Aug,3,2,2,1,Returning_Visitor,True,True
0.0,0.0,3.0,0.0,1.0,1219.0543,0.036206897,0.060539216,10.12275,0.0,Sep,1,1,9,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,16.0,1699.5834,0.004266667,0.019055557,0.0,0.0,May,1,1,3,6,Returning_Visitor,False,False
6.0,156.0,0.0,0.0,6.0,1177.2916,0.0,0.08148148,0.0,0.0,Dec,2,4,1,1,Returning_Visitor,False,False
0.0,181.81667,0.0,0.0,149.0,3540.2395,0.005154639,0.017801419,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,False
2.0,133.58333,0.0,0.0,54.0,1144.4833,0.006479313,0.03923611,83.10114,0.0,Nov,2,5,7,3,Returning_Visitor,False,False
0.0,162.41667,0.0,18.2,12.0,2509.25,0.2,0.025933333,72.788,0.0,Dec,2,2,1,2,New_Visitor,False,False
0.0,23.2,0.0,0.0,31.0,357.16666,0.0,0.003636364,12.9443865,0.0,May,2,2,7,6,Returning_Visitor,False,False
0.0,0.0,1.0,205.0,17.0,1445.4584,0.0,0.03015873,10.024706,0.0,May,2,5,1,3,Returning_Visitor,False,False
4.0,124.6,2.0,546.5,136.0,968.69244,0.0,0.03546327,45.96751,0.0,Aug,1,1,1,5,New_Visitor,True,False
0.0,0.0,4.0,2195.3,197.0,296.5,0.00097561,0.011842105,0.0,0.0,Jul,2,2,3,13,Returning_Visitor,False,True
4.0,211.5,0.0,0.0,49.0,386.41666,0.01978022,0.019638695,77.66478,0.0,June,4,8,7,14,Returning_Visitor,True,True
0.0,182.4,0.0,0.0,123.0,1086.0742,0.042857144,0.025292398,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
10.0,36.866665,0.0,0.0,98.0,984.5,0.00304414,0.024691358,108.089386,0.0,Aug,6,8,6,4,Returning_Visitor,False,False
