Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.0,200.22223,0.0,193.5,385.0,806.0267,0.011481481,0.010852713,39.425564,0.8,Sep,6,2,8,3,Returning_Visitor,False,False
5.0,109.666664,0.0,575.0,0.0,787.2,0.058550727,0.023870967,72.522835,0.0,May,6,2,7,2,Returning_Visitor,False,False
3.0,105.26667,14.0,32.5,237.0,2149.1902,0.006439394,0.020960782,23.033295,0.0,June,6,10,7,2,Returning_Visitor,False,False
19.0,345.0,0.0,399.33334,162.0,392.16666,0.07413793,0.025902778,8.926824,0.0,June,2,10,4,13,Returning_Visitor,False,False
5.0,102.53333,0.0,29.5,127.0,326.58334,0.002197802,0.010061728,10.129596,0.0,May,2,2,1,18,Returning_Visitor,False,False
3.0,31.708334,0.0,72.5,41.0,2638.2444,0.002564103,0.013015873,45.711464,0.8,June,3,2,3,15,Returning_Visitor,False,False
0.0,211.96428,1.0,8.0,225.0,273.70834,0.03425926,0.006730769,4.4653983,0.8,Sep,3,10,8,3,Returning_Visitor,False,False
12.0,106.5,10.0,295.4,65.0,258.5,0.004511278,0.009289617,28.328867,0.0,June,3,7,7,18,Returning_Visitor,False,False
3.0,84.25,1.0,166.0,501.0,1904.1833,0.04781874,0.003694084,7.2968893,0.8,Nov,3,6,7,18,Returning_Visitor,False,False
10.0,270.0,10.0,53.833332,72.0,610.975,0.001550388,0.023551164,7.153421,0.0,May,1,10,9,4,Returning_Visitor,False,False
3.0,84.55,10.0,376.5,247.0,983.425,0.001142857,0.024587383,15.329102,0.0,May,2,2,3,19,Returning_Visitor,False,False
12.0,49.25,0.0,72.5,225.0,1055.5,0.09047619,0.014848485,20.139076,0.0,June,3,2,7,3,New_Visitor,False,False
19.0,150.13333,10.0,34.625,33.0,760.0,0.004731183,0.021451248,42.221504,0.0,Nov,3,10,3,4,Returning_Visitor,False,False
0.0,186.9762,0.0,12.833333,155.0,141.66667,0.004731183,0.026808161,1.4019492,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
5.0,146.53334,0.0,146.0,385.0,150.16667,0.014038462,0.0203125,32.985332,0.0,Nov,6,7,2,20,Returning_Visitor,False,False
6.0,123.46429,0.0,136.75,271.0,82.0,0.009237379,0.072115384,13.246672,0.0,May,6,2,7,3,New_Visitor,False,False
3.0,136.4,0.0,191.0,221.0,512.05,0.010009921,0.03939394,4.2153635,0.8,June,6,7,3,7,Returning_Visitor,False,False
3.0,189.22151,10.0,245.8,240.0,2463.2449,0.041333333,0.01036036,16.706572,0.0,Nov,3,7,3,20,Returning_Visitor,False,False
3.0,111.541664,1.0,97.166664,106.0,96.7,0.00610687,0.010675991,17.706848,0.8,May,3,2,7,11,Returning_Visitor,False,False
6.0,218.6,1.0,1037.15,240.0,51.5,0.017567568,0.042913165,7.0914783,0.8,Nov,2,2,4,11,Returning_Visitor,False,False
19.0,101.85111,14.0,29.5,193.0,636.7,0.00373444,0.009761905,30.269375,0.4,May,6,10,3,3,Returning_Visitor,False,False
9.0,509.53125,0.0,148.5,4.0,544.1,0.012926829,0.014086022,19.63031,0.8,May,6,2,3,9,Returning_Visitor,False,False
5.0,32.3,8.0,201.0,83.0,892.9167,0.045307443,0.001928521,8.330575,0.0,Oct,6,2,3,2,Returning_Visitor,False,False
6.0,102.53333,10.0,604.8,0.0,1509.5945,0.01,0.036607143,11.15669,0.0,Nov,6,2,3,2,Returning_Visitor,False,False
13.0,17.75,0.0,21.2,449.0,296.16666,0.003645833,0.016935484,17.947971,0.8,May,6,2,7,15,Returning_Visitor,False,False
20.0,123.5,10.0,62.75,2.0,494.66666,0.003896104,0.09090909,15.400423,0.8,Nov,6,2,7,3,Returning_Visitor,False,False
11.0,83.6,14.0,62.8,2.0,933.85,0.015833333,0.034117647,52.034634,0.8,June,3,7,1,8,Returning_Visitor,False,False
3.0,72.666664,0.0,57.0,339.0,876.4767,0.01294547,0.006504065,22.975077,0.8,Sep,6,7,7,9,Returning_Visitor,False,False
8.0,238.05,0.0,3.5,245.0,402.71667,0.000892857,0.014285714,22.319124,0.0,Nov,6,2,1,13,Returning_Visitor,False,False
3.0,71.7,14.0,666.7833,188.0,801.05,0.004444444,0.027210884,74.088,0.8,Sep,6,2,3,15,Returning_Visitor,False,False
5.0,17.333334,10.0,17.25,343.0,1039.4775,0.01294547,0.005,4.718931,0.0,Nov,6,2,7,3,Returning_Visitor,False,False
3.0,76.6,0.0,245.8,92.0,2665.798,0.006716418,0.09047619,32.1908,0.8,Sep,3,2,8,11,Returning_Visitor,False,False
5.0,144.46153,0.0,594.13336,120.0,1939.156,0.002061856,0.012080406,15.276558,0.0,June,2,2,4,15,Returning_Visitor,False,False
5.0,234.16667,1.0,25.5,161.0,2720.6714,0.023794873,0.012253894,44.388,0.0,Nov,3,6,7,19,Returning_Visitor,False,False
20.0,72.94444,10.0,74.6,326.0,179.95833,0.004819277,0.054225866,27.315105,0.4,June,6,6,3,2,Returning_Visitor,False,False
3.0,190.4,1.0,1146.6666,686.0,2989.4941,0.003850267,0.011515152,10.051903,0.0,Sep,8,2,4,15,Returning_Visitor,False,False
3.0,160.5,0.0,229.8,106.0,446.0,0.006439394,0.024611656,25.533005,0.0,Nov,1,10,3,10,Returning_Visitor,False,False
20.0,85.1,14.0,365.25,8.0,623.725,0.027380953,0.020148948,8.896837,0.8,June,1,6,7,3,Returning_Visitor,False,False
8.0,18.5,14.0,1005.4,126.0,231.5,0.025581395,0.013391698,33.617878,0.0,Sep,3,10,4,13,Returning_Visitor,False,False
3.0,35.4,1.0,312.0,262.0,2638.2444,0.009237379,0.037885297,27.741772,0.0,June,2,2,1,20,Returning_Visitor,False,False
9.0,176.48901,8.0,214.16667,30.0,935.25,0.003037975,0.024,10.067435,0.0,Nov,1,7,4,2,Returning_Visitor,False,False
3.0,240.16667,14.0,31.7,18.0,2303.1833,0.058550727,0.02495984,27.03298,0.0,Nov,3,2,7,3,Returning_Visitor,False,False
3.0,47.3,0.0,97.166664,272.0,1212.0303,0.006479313,0.024884615,17.2704,0.8,May,6,6,1,3,Returning_Visitor,False,False
27.0,19.833334,10.0,256.5,211.0,4442.3945,0.004731183,0.021312784,18.209957,0.0,May,2,2,4,13,New_Visitor,False,False
0.0,571.5,10.0,212.5,84.0,3395.7295,0.010978836,0.06939394,20.667246,0.8,May,6,2,4,13,Returning_Visitor,False,False
20.0,176.48901,0.0,174.0,256.0,187.5,0.007231405,0.02575,50.18314,0.8,June,1,6,7,12,Returning_Visitor,False,False
1.0,162.49118,0.0,191.0,123.0,5018.328,0.014642857,0.032583773,27.192984,0.8,Nov,2,10,4,15,Returning_Visitor,False,False
3.0,109.333336,0.0,1109.5333,33.0,512.9,0.001607717,0.022317022,21.76475,0.8,June,6,7,9,3,Returning_Visitor,False,False
19.0,2720.5,0.0,118.0,128.0,113.0,0.004030055,0.011333333,1.4569515,0.4,Sep,3,2,2,9,Returning_Visitor,False,False
0.0,93.4,10.0,100.8,429.0,880.63336,0.08421052,0.000666667,23.82325,0.0,June,1,2,7,15,Returning_Visitor,False,False
6.0,226.09,1.0,148.1,27.0,341.35,0.003165468,0.011675429,7.802611,0.4,Nov,6,2,2,15,Returning_Visitor,False,False
9.0,211.0,1.0,63.0,135.0,362.5,0.005995204,0.014761905,22.659412,0.8,Nov,6,2,2,11,Returning_Visitor,False,False
3.0,107.53333,8.0,399.33334,9.0,3789.5833,0.000892857,0.034895834,5.9044075,0.8,Sep,6,2,1,18,Returning_Visitor,False,False
6.0,391.68332,0.0,235.0,391.0,496.25,0.039473683,0.044680852,6.786959,0.8,Sep,6,2,7,19,Returning_Visitor,False,False
5.0,232.9,10.0,124.26667,271.0,3778.345,0.043333333,0.016080586,6.664928,0.0,June,3,7,7,13,Returning_Visitor,False,False
23.0,117.833336,8.0,45.75,187.0,1041.3163,0.104166664,0.005,4.511079,0.8,June,3,2,7,2,Returning_Visitor,False,False
0.0,103.5,0.0,39.5,59.0,1406.1,0.011481481,0.03125,11.334632,0.8,May,3,2,7,3,Returning_Visitor,False,False
1.0,115.4,0.0,97.166664,141.0,1222.471,0.001092896,0.004094211,2.321264,0.8,Sep,6,2,9,2,Returning_Visitor,False,False
23.0,315.96667,1.0,47.0,148.0,1516.73,0.013636364,0.03901515,6.889766,0.0,May,3,2,4,20,Returning_Visitor,False,False
20.0,89.625,8.0,133.0,423.0,537.2,0.024747474,0.021935483,44.612,0.8,Sep,3,7,4,3,Returning_Visitor,False,False
5.0,148.5,0.0,50.2,127.0,852.3,0.007159986,0.035172414,33.617878,0.4,Nov,3,2,7,15,Returning_Visitor,False,False
9.0,291.96008,0.0,111.166664,330.0,2355.6826,0.007843137,0.013513514,48.730812,0.0,Nov,2,2,7,20,Returning_Visitor,False,False
9.0,57.0625,0.0,270.33334,137.0,98.0,0.04222222,0.025760906,6.556237,0.8,June,6,2,4,3,Returning_Visitor,False,False
8.0,299.45,0.0,475.2,518.0,527.2083,0.04222222,0.056528673,11.595225,0.8,Nov,6,2,9,11,New_Visitor,False,False
9.0,57.0625,0.0,123.333336,118.0,306.0,0.036538463,0.030151514,41.13433,0.8,June,6,2,7,13,Returning_Visitor,False,False
3.0,172.0,1.0,430.33334,67.0,1547.2333,0.041333333,0.019800052,20.30439,0.8,Sep,1,6,4,18,Returning_Visitor,False,False
20.0,125.5,14.0,2166.5,18.0,569.49335,0.027272727,0.005454545,68.91364,0.8,Nov,6,6,3,9,New_Visitor,False,False
19.0,101.75,0.0,42.2,248.0,277.35,0.024747474,0.023222223,35.609123,0.0,June,6,6,4,8,Returning_Visitor,False,False
23.0,12.5,0.0,145.0,188.0,4791.461,0.006306306,0.02814992,4.859625,0.0,June,3,6,4,11,Returning_Visitor,False,False
3.0,118.0,0.0,303.65,222.0,3289.5,0.005228758,0.012907801,14.9964285,0.8,Sep,2,2,7,13,Returning_Visitor,False,False
11.0,242.63333,1.0,108.3,423.0,1530.2485,0.041333333,0.056986533,64.33044,0.8,Nov,3,2,3,11,Returning_Visitor,False,False
19.0,312.0,0.0,32.5,89.0,2351.8347,0.031111112,0.020289855,8.898619,0.0,June,1,2,3,3,Returning_Visitor,False,False
3.0,123.5,1.0,122.5,127.0,814.7094,0.023333333,0.013341952,4.9872375,0.8,Nov,2,2,7,18,Returning_Visitor,False,False
9.0,214.6,8.0,72.5,110.0,1526.2134,0.008914729,0.04386447,22.659412,0.0,Nov,6,6,9,18,Returning_Visitor,False,False
9.0,75.75,0.0,176.5,28.0,1273.0834,0.003205128,0.027103098,30.609556,0.8,Nov,6,6,7,20,Returning_Visitor,False,False
2.0,299.63333,1.0,6.5,10.0,1516.73,0.041333333,0.03569365,14.784222,0.8,Nov,6,10,7,11,Returning_Visitor,False,False
0.0,23.0,0.0,419.0,255.0,338.25,0.017123288,0.003655914,2.0862186,0.0,Nov,2,2,3,18,Returning_Visitor,False,False
8.0,718.0,14.0,100.1,449.0,656.7682,0.021333333,0.008921569,2.8108125,0.0,Oct,6,2,7,3,Returning_Visitor,False,False
6.0,45.2,0.0,298.33334,175.0,197.75,0.002898551,0.020708874,21.032335,0.8,Sep,6,5,3,2,Returning_Visitor,False,False
19.0,71.5,1.0,39.5,141.0,1448.9286,0.058550727,0.035172414,31.388863,0.0,June,6,5,7,4,Returning_Visitor,False,False
0.0,57.958332,10.0,163.66667,414.0,690.25415,0.07413793,0.009803922,50.81418,0.0,Sep,6,2,7,3,Returning_Visitor,False,False
9.0,252.5,0.0,399.33334,4.0,1656.6666,0.014583333,0.03901515,47.303703,0.0,May,2,6,9,18,Returning_Visitor,False,False
23.0,571.5,0.0,909.25,232.0,770.02856,0.051797386,0.002777778,68.91364,0.4,Sep,2,10,1,8,Returning_Visitor,False,False
9.0,14.5,1.0,71.1,292.0,7604.398,0.004318937,0.041643072,4.074921,0.8,Nov,6,2,8,9,Returning_Visitor,False,False
3.0,437.3913,0.0,84.25,222.0,342.5,0.039705884,0.004419192,29.462845,0.0,Nov,6,7,3,20,Returning_Visitor,False,False
23.0,415.55,0.0,923.9,42.0,1807.2278,0.012068966,0.08928572,57.483646,0.0,June,2,2,7,20,New_Visitor,False,False
3.0,104.65455,14.0,590.0,227.0,463.5,0.004385217,0.012253894,5.6986427,0.8,June,3,7,3,2,Returning_Visitor,False,False
8.0,175.86667,1.0,28.5,146.0,1346.9667,0.004093567,0.03754386,3.2777445,0.8,May,6,10,4,19,Returning_Visitor,False,False
23.0,245.16667,10.0,56.5,106.0,1907.1354,0.015456989,0.051612902,29.774727,0.8,Sep,6,7,7,18,Returning_Visitor,False,False
5.0,163.375,0.0,1467.0,414.0,134.9,0.00721393,0.013519938,2.321264,0.0,Oct,3,6,7,19,Returning_Visitor,False,False
3.0,221.5,0.0,64.4,2.0,2582.6997,0.039473683,0.010222222,0.0,0.8,June,2,6,8,8,Returning_Visitor,False,False
3.0,109.333336,0.0,27.6,423.0,438.38333,0.013157895,0.001086957,37.05601,0.0,Oct,3,2,7,18,Returning_Visitor,False,False
19.0,322.5,1.0,376.5,2.0,1219.5167,0.08461539,0.03761542,64.28793,0.0,June,6,2,4,8,Returning_Visitor,False,False
6.0,33.866665,0.0,284.0,217.0,462.73334,0.008313228,0.018333333,48.730812,0.0,Nov,1,2,9,4,Returning_Visitor,False,False
3.0,184.73334,14.0,2256.9167,40.0,676.75,0.009195402,0.005279668,14.784222,0.8,June,6,6,2,11,Returning_Visitor,False,False
0.0,49.333332,0.0,116.0,414.0,1952.75,0.02020202,0.04386447,6.786959,0.8,June,6,7,3,10,Returning_Visitor,False,False
3.0,91.888885,0.0,71.1,429.0,1246.1241,0.003928571,0.031944443,9.131387,0.0,May,6,2,1,10,Returning_Visitor,False,False
20.0,126.0,1.0,432.2,27.0,2429.8125,0.009375,0.0195595,39.818855,0.0,Nov,6,7,7,11,New_Visitor,False,False
8.0,381.67313,0.0,97.166664,240.0,1422.9093,0.002739726,0.007297297,79.182,0.0,May,6,2,7,3,Returning_Visitor,False,False
0.0,105.0,8.0,89.53333,61.0,1974.3524,0.007876231,0.025902778,13.103262,0.8,Oct,3,2,7,13,New_Visitor,False,False
21.0,331.25,14.0,12.833333,148.0,1708.98,0.03030303,0.025777778,11.657984,0.4,Nov,6,2,3,3,Returning_Visitor,False,False
3.0,214.88235,14.0,173.2,221.0,2668.7122,0.001363636,0.03345679,25.050621,0.0,May,1,10,1,12,New_Visitor,False,False
19.0,238.4,0.0,9.5,385.0,11431.001,0.07413793,0.033015873,13.60512,0.0,June,3,7,7,20,New_Visitor,False,False
20.0,146.25,0.0,1830.5,193.0,539.8357,0.007083333,0.010521398,17.222818,0.8,Sep,6,6,7,18,Returning_Visitor,False,False
9.0,123.2,0.0,46.0,339.0,307.57144,0.007083333,0.020714287,11.11384,0.4,Nov,6,6,7,18,Returning_Visitor,False,False
6.0,49.25,14.0,500.0,95.0,659.2,0.002631579,0.015675675,10.129596,0.8,Nov,2,7,4,19,Returning_Visitor,False,False
2.0,78.3,0.0,96.7,221.0,710.6667,0.01533101,0.026428571,3.9609387,0.4,June,8,10,7,18,Returning_Visitor,False,False
9.0,123.75,0.0,886.25,195.0,64.75,0.001428571,0.061313774,62.516644,0.0,Nov,6,2,9,20,Returning_Visitor,False,False
